,2022_05_09T11_13_38_coda,2022_05_09T11_13_38_envelope,2023_03_22T14_50_33_coda,2023_03_22T14_50_33_envelope,2018_11_18T12_48_44_coda,2018_11_18T12_48_44_envelope,2023_06_16T16_38_28_coda,2023_06_16T16_38_28_envelope,2012_12_30T23_35_02_coda,2012_12_30T23_35_02_envelope
MLYF,2.76129175110605e-10,1.9981387824327308e-10,4.1482694003591486e-10,5.200483217922061e-10,4.1778622961907235e-09,5.277199021307605e-09,8.911422106302e-09,2.2385569535625808e-08,0.0,0.0
ORDF,1.7197417425135886e-10,9.446928936829164e-11,0.0,0.0,0.0,0.0,6.058330761323273e-09,1.5211996812555612e-08,0.0,0.0
RSL,1.2247526957576132e-10,8.892867277998538e-11,0.0,0.0,1.5099821764496587e-10,1.6808483497170066e-10,2.772032413380464e-09,9.725399300586346e-09,1.6529684972639742e-10,4.336120922748835e-10
KOSI,5.14688545781598e-10,3.5511483053526887e-10,0.0,0.0,5.70518994710254e-10,6.103239566295188e-10,6.965216309356415e-09,2.8079125219390483e-08,0.0,0.0
OGAG,1.4414350749687196e-10,1.1116946221698651e-10,2.761070965955636e-10,3.831891390698579e-10,2.4128200874086803e-10,2.964816811170522e-10,4.651581249594236e-09,1.3937169160522541e-08,2.4136084658379256e-10,6.356591379737061e-10
A060B,1.4971567510906887e-10,1.3099133078140455e-10,0.0,0.0,2.277195001482725e-10,2.5429413620410766e-10,3.984605673616183e-09,1.5499684022949833e-08,0.0,0.0
CORG,9.624909762027632e-11,6.093199569648286e-11,0.0,0.0,0.0,0.0,3.1638337554604403e-09,8.104083773502374e-09,0.0,0.0
WILA,5.865800914271421e-10,4.36451892342888e-10,0.0,0.0,4.2644469628380463e-10,4.981766759579423e-10,8.098192522166651e-09,2.681667394569169e-08,5.200707888861793e-10,1.7974316418898491e-09
SLVF,1.2781508324572366e-10,6.356048052965387e-11,3.4910449104283684e-10,4.71616116046615e-10,0.0,0.0,5.1340113972399e-09,1.4330690578155249e-08,0.0,0.0
GAGG,7.253787761187298e-11,5.2482872527623306e-11,1.0724146555275603e-10,1.366386837468489e-10,1.289348276361204e-10,1.3706796503010175e-10,1.0387997972157575e-09,5.561359566004596e-09,0.0,0.0
LEMB,5.524501457875601e-10,4.1947332812273614e-10,0.0,0.0,7.024634129411488e-10,7.201364251315963e-10,1.0650136630134569e-08,4.254514332479703e-08,0.0,0.0
MRGE,3.168852085915498e-10,2.2411389042403222e-10,0.0,0.0,4.3805425877944435e-10,5.0129000524019e-10,7.637181925655461e-09,2.6339417949406543e-08,4.2630276233879963e-10,1.0907599161619898e-09
EMBD,2.6784420184530457e-10,1.7124825681300892e-10,0.0,0.0,2.465896759587125e-10,2.6451835163502394e-10,4.340637030214793e-09,1.4315406281859027e-08,2.5776240897366007e-10,7.009894326817301e-10
COLF,0.0,0.0,3.2928643747333755e-10,4.372816685557433e-10,0.0,0.0,4.067414026518341e-09,1.3611669180951265e-08,0.0,0.0
CRMI,0.0,0.0,2.984883297843206e-10,3.6823875811744655e-10,0.0,0.0,1.4149834817739351e-09,8.615866837435992e-09,4.9093621376578224e-11,8.569471590935204e-11
AJAC,0.0,0.0,3.1406052501320657e-10,3.849457518357027e-10,3.49191913500317e-10,4.306873635144041e-10,8.026942756394406e-10,2.3620996084307636e-09,0.0,0.0
IT02A,0.0,0.0,4.430759255741915e-10,5.920235477586531e-10,0.0,0.0,2.8258160293624063e-09,1.0107895906963741e-08,0.0,0.0
STU,0.0,0.0,3.592064180562428e-09,4.742044429228236e-09,1.8053638909524263e-09,2.2397494607740114e-09,1.1202748800591931e-08,4.9239916326788424e-08,0.0,0.0
FDMO,0.0,0.0,1.1713571516925975e-10,1.5308356797947904e-10,0.0,0.0,0.0,0.0,0.0,0.0
SRNF,0.0,0.0,8.762161840693454e-10,1.1314295467971442e-09,0.0,0.0,9.153057646990328e-09,3.0977478306225817e-08,0.0,0.0
ABTA,0.0,0.0,6.849763425679273e-10,8.805942450150483e-10,4.20897078829856e-10,4.4168999186405064e-10,0.0,0.0,0.0,0.0
ARSA,0.0,0.0,7.469881817366201e-10,1.0004786321934e-09,5.306013331574002e-10,6.39741898920852e-10,0.0,0.0,0.0,0.0
CELB,0.0,0.0,6.936057309590844e-10,8.484752130375811e-10,0.0,0.0,1.0082289528306863e-09,2.745063258826903e-09,3.1022133324419297e-10,3.37762922683522e-10
LFF,0.0,0.0,9.91789264285947e-10,1.3517585008573734e-09,0.0,0.0,0.0,0.0,0.0,0.0
FRNF,0.0,0.0,3.5227682481999115e-10,4.6106659103247236e-10,0.0,0.0,4.747520844224609e-09,1.938806563305056e-08,0.0,0.0
CURIE,0.0,0.0,6.0062196595171405e-09,7.618133410687081e-09,0.0,0.0,8.23465559048492e-09,2.884917503273302e-08,0.0,0.0
EIF01,0.0,0.0,9.309396649170101e-10,1.1729696013412918e-09,0.0,0.0,1.1672796228792148e-08,3.828161927490716e-08,0.0,0.0
PRU,0.0,0.0,2.613045708977762e-10,3.720020977352572e-10,6.652720707267276e-10,6.962019059512627e-10,0.0,0.0,0.0,0.0
PLMA,0.0,0.0,1.191467491171456e-09,1.5261778271399515e-09,1.1756324335100982e-09,1.398908260452779e-09,2.2486562958800487e-09,1.0994507115697044e-08,0.0,0.0
ABJF,0.0,0.0,4.3865409929027887e-10,5.741080690744426e-10,0.0,0.0,0.0,0.0,0.0,0.0
IT07A,0.0,0.0,2.277469398566261e-09,2.9247561830244723e-09,0.0,0.0,5.195960429567245e-09,2.7698038548695737e-08,0.0,0.0
GROS,0.0,0.0,3.6944289366921735e-10,4.896239999241809e-10,2.835484011003039e-10,3.030733676350428e-10,0.0,0.0,0.0,0.0
BOJS,0.0,0.0,2.4584846194873025e-10,3.242463962292861e-10,4.881948076938535e-10,4.675493044328851e-10,0.0,0.0,0.0,0.0
MPRI,0.0,0.0,2.1755291606807447e-10,2.7636881891220183e-10,2.3755009788979004e-10,2.6579739821202915e-10,0.0,0.0,0.0,0.0
MERIC,0.0,0.0,1.4140269306921987e-09,1.802253808570481e-09,0.0,0.0,5.7547553555690355e-09,2.0690734977926693e-08,0.0,0.0
CIMO,0.0,0.0,1.3378015573451128e-10,1.7403275851229787e-10,1.3596206097068724e-10,1.5129427391908928e-10,0.0,0.0,0.0,0.0
CAE,0.0,0.0,3.6634955862399775e-10,4.6131534969092824e-10,0.0,0.0,0.0,0.0,0.0,0.0
ROBS,0.0,0.0,2.748758727513816e-10,3.6077930889237207e-10,4.2296760678786814e-10,4.6357969688498094e-10,0.0,0.0,0.0,0.0
MORSI,0.0,0.0,1.9824148180184123e-10,2.391137690328636e-10,6.288112615914726e-10,8.408549481080631e-10,7.989456423065055e-10,2.196180314004847e-09,0.0,0.0
MURB,0.0,0.0,7.219787891162566e-10,9.162199843380487e-10,0.0,0.0,0.0,0.0,0.0,0.0
MBAL,0.0,0.0,3.9526023301389375e-10,5.129410419727762e-10,0.0,0.0,2.1658581316601022e-09,1.1555116999219834e-08,0.0,0.0
GCIS,0.0,0.0,3.2535055431839776e-10,4.100940535064839e-10,3.223656341442648e-10,3.9085589001623215e-10,0.0,0.0,0.0,0.0
POLC,0.0,0.0,8.307993360789343e-10,1.0429730761667198e-09,0.0,0.0,0.0,0.0,0.0,0.0
VARN,0.0,0.0,2.3288836302669527e-10,2.9949759308107435e-10,0.0,0.0,0.0,0.0,0.0,0.0
VLC,0.0,0.0,4.453420185222447e-10,5.590637972306172e-10,0.0,0.0,3.8017443176601815e-09,2.12573610430326e-08,3.132753355469578e-10,5.176919819111171e-10
GBAS,0.0,0.0,3.1188891367198357e-10,3.9618364836841447e-10,3.3675748783759046e-10,3.8967677925604014e-10,0.0,0.0,0.0,0.0
PRMA,0.0,0.0,2.856270407455857e-09,3.5369541178123637e-09,0.0,0.0,3.458279171330941e-09,1.55536398438482e-08,0.0,0.0
PARC,0.0,0.0,3.2436668927434684e-10,4.15045770957697e-10,0.0,0.0,0.0,0.0,0.0,0.0
EIF03,0.0,0.0,5.173932715758265e-10,6.887151685272122e-10,0.0,0.0,6.412649098799592e-09,1.974856399617425e-08,0.0,0.0
ASSB,0.0,0.0,3.4593735889124527e-10,4.4833165478805324e-10,0.0,0.0,0.0,0.0,0.0,0.0
PRA,0.0,0.0,1.5486069414436962e-09,2.007459833347375e-09,0.0,0.0,0.0,0.0,0.0,0.0
PIEI,0.0,0.0,1.95049731055957e-10,2.4918890453352305e-10,0.0,0.0,0.0,0.0,0.0,0.0
KBA,0.0,0.0,4.4507170292327207e-10,5.64754505811921e-10,3.825798253872245e-10,3.992512838963793e-10,0.0,0.0,0.0,0.0
MLZA,0.0,0.0,8.32068184210418e-10,1.1092440076167895e-09,0.0,0.0,7.076793140806109e-09,2.4047361040870008e-08,0.0,0.0
GOTF,0.0,0.0,1.2530904849192503e-09,1.606735836716153e-09,0.0,0.0,6.223700312799285e-09,2.7954276189946052e-08,0.0,0.0
AOI,0.0,0.0,6.653467374458027e-10,8.102564283510794e-10,0.0,0.0,0.0,0.0,0.0,0.0
BALS,0.0,0.0,7.897958083134332e-10,1.0699032923383796e-09,0.0,0.0,1.3994026620725582e-08,3.7609362416142634e-08,0.0,0.0
WTSB,0.0,0.0,2.540853858061558e-09,3.2152736010614755e-09,0.0,0.0,0.0,0.0,0.0,0.0
MOZS,0.0,0.0,4.2693760659609236e-10,5.563466808563268e-10,4.747780729296885e-10,5.48600845878825e-10,0.0,0.0,0.0,0.0
GORS,0.0,0.0,3.1580608275465147e-10,4.0157516295497186e-10,4.423692737815794e-10,4.785987939202069e-10,0.0,0.0,0.0,0.0
SNTG,0.0,0.0,2.044267359651267e-09,2.602494920562318e-09,0.0,0.0,0.0,0.0,0.0,0.0
GRFO,0.0,0.0,1.3421607396988167e-09,1.708109645104147e-09,1.465334999589401e-09,1.622364155860774e-09,1.0874726782878282e-08,1.1207034926399389e-07,0.0,0.0
OGGL,0.0,0.0,2.0407092311418473e-09,2.3412271115730667e-09,0.0,0.0,7.249598984305949e-09,2.9859016114219794e-08,0.0,0.0
ATFO,0.0,0.0,7.703210244157425e-10,9.92874344265526e-10,0.0,0.0,0.0,0.0,0.0,0.0
PESA,0.0,0.0,2.1393531594090838e-09,2.718881786046269e-09,0.0,0.0,0.0,0.0,0.0,0.0
NARO,0.0,0.0,2.2589931962167926e-10,2.1297499286640107e-10,0.0,0.0,0.0,0.0,0.0,0.0
BRGF,0.0,0.0,3.4822124409618196e-10,4.5474824382429505e-10,0.0,0.0,0.0,0.0,0.0,0.0
LMD,0.0,0.0,1.1735528681606501e-10,1.5251331782366468e-10,0.0,0.0,0.0,0.0,0.0,0.0
PLDF,0.0,0.0,3.31619972955091e-10,4.2978550676469187e-10,0.0,0.0,4.5349774350098975e-09,1.5071118845874664e-08,0.0,0.0
SZC,0.0,0.0,2.2627702062566078e-10,2.9427327842001445e-10,0.0,0.0,3.6556340083860325e-09,9.20660995794164e-09,0.0,0.0
LBL,0.0,0.0,3.447331901101285e-10,4.4065627695475596e-10,0.0,0.0,4.270822597854563e-09,1.4444455440663888e-08,0.0,0.0
RJF,0.0,0.0,5.314549191130604e-10,6.973723937271171e-10,0.0,0.0,0.0,0.0,0.0,0.0
PURA,0.0,0.0,1.731953957946934e-10,2.2275974404677238e-10,0.0,0.0,0.0,0.0,0.0,0.0
STAC,0.0,0.0,2.1192063242815128e-10,2.8378343049324527e-10,0.0,0.0,0.0,0.0,0.0,0.0
KNDS,0.0,0.0,3.3338156902078365e-10,4.2446902407677807e-10,0.0,0.0,0.0,0.0,0.0,0.0
QLNO,0.0,0.0,5.678210272321545e-10,7.200098952843074e-10,0.0,0.0,3.52691302999623e-09,1.2700419878252761e-08,3.988275323977513e-10,6.865824274088317e-10
VISS,0.0,0.0,2.843357281082568e-10,3.7672159058353856e-10,4.355431688477856e-10,4.660698559672955e-10,0.0,0.0,0.0,0.0
VISG,0.0,0.0,8.590767210174862e-11,1.0812045486778376e-10,0.0,0.0,5.13774961915388e-10,2.188964082729255e-09,0.0,0.0
IT06A,0.0,0.0,1.8337762032376007e-09,2.293501334057264e-09,0.0,0.0,6.325728355388548e-09,2.1500159076780852e-08,0.0,0.0
EIF02,0.0,0.0,8.163860466244691e-10,1.0632040551808554e-09,0.0,0.0,9.948817029027448e-09,3.501148063492932e-08,0.0,0.0
LATE,0.0,0.0,5.083161791885921e-10,6.354490528432456e-10,0.0,0.0,0.0,0.0,0.0,0.0
OSSC,0.0,0.0,4.419218347176806e-10,5.40391506649765e-10,0.0,0.0,0.0,0.0,0.0,0.0
IT01A,0.0,0.0,7.291463515263097e-09,9.342959557790484e-09,0.0,0.0,0.0,0.0,0.0,0.0
MOA,0.0,0.0,5.744032969264415e-10,7.669833389525855e-10,4.4533071129031776e-10,5.048543275920725e-10,0.0,0.0,0.0,0.0
CESI,0.0,0.0,2.8109171095037337e-10,3.6312279292070656e-10,0.0,0.0,0.0,0.0,0.0,0.0
ADHE,0.0,0.0,5.194633170744833e-10,6.445537314203086e-10,0.0,0.0,4.578431113411075e-09,1.3400198909258766e-08,0.0,0.0
CMPS,0.0,0.0,5.272137349253388e-10,7.259846895499484e-10,0.0,0.0,6.816731099205719e-09,2.4925567007958244e-08,0.0,0.0
SKDS,0.0,0.0,2.921228787670312e-10,3.741037508858025e-10,0.0,0.0,0.0,0.0,0.0,0.0
EIF05,0.0,0.0,1.4426137629350641e-09,1.9241398574793202e-09,0.0,0.0,9.558293356265037e-09,3.782266740268298e-08,0.0,0.0
VINO,0.0,0.0,1.6993798352476867e-10,2.3750278926634413e-10,2.4075087252963507e-10,2.721509057513822e-10,0.0,0.0,0.0,0.0
PII,0.0,0.0,4.4580486965207696e-10,5.549496044055437e-10,0.0,0.0,1.0844231273769904e-09,5.674102232504783e-09,0.0,0.0
MILN,0.0,0.0,1.3314251969366705e-08,1.6911454977572637e-08,2.356519744583061e-09,2.853472009720837e-09,1.191108098499486e-08,3.57045817503436e-08,0.0,0.0
CLUD,0.0,0.0,3.2326395521885603e-10,4.167454729453178e-10,3.4523982653396724e-10,3.5868789083770766e-10,0.0,0.0,0.0,0.0
ROTM,0.0,0.0,2.24387595225199e-08,2.8358565224282945e-08,0.0,0.0,2.157499950492739e-08,1.0535862606660788e-07,2.048927419559368e-09,4.5937011198485085e-09
ACOM,0.0,0.0,2.2770889416097638e-10,3.013384929971421e-10,3.1369467513206034e-10,3.544035744302501e-10,0.0,0.0,0.0,0.0
VMGN,0.0,0.0,1.0390027933280919e-10,1.4110097577546555e-10,0.0,0.0,0.0,0.0,0.0,0.0
SGSF,0.0,0.0,3.1741254110039075e-10,4.1979398491636576e-10,0.0,0.0,5.022484235286648e-09,1.3948407067568724e-08,0.0,0.0
CRTC,0.0,0.0,9.760910673364064e-10,1.2625040993664822e-09,0.0,0.0,0.0,0.0,0.0,0.0
SEI,0.0,0.0,9.63867086518875e-10,1.2013834062244759e-09,0.0,0.0,1.5289981761239247e-09,6.432777563499835e-09,0.0,0.0
SKAC,0.0,0.0,1.1767516218224986e-09,1.591482970459291e-09,0.0,0.0,0.0,0.0,0.0,0.0
CRE,0.0,0.0,3.0927358222336727e-10,4.0889476893488954e-10,0.0,0.0,0.0,0.0,0.0,0.0
CONA,0.0,0.0,7.587247098037011e-10,1.020826228431201e-09,4.6131104554611274e-10,5.12900569021961e-10,0.0,0.0,0.0,0.0
PERS,0.0,0.0,4.1212775801137964e-10,5.44370251663658e-10,3.11500378792181e-10,3.460765101638228e-10,0.0,0.0,0.0,0.0
ATMI,0.0,0.0,1.385065158477104e-09,1.6834142022385803e-09,0.0,0.0,0.0,0.0,0.0,0.0
CADS,0.0,0.0,4.830923038698204e-10,6.214205033961775e-10,5.33661024931621e-10,6.119938241580095e-10,0.0,0.0,0.0,0.0
CRNS,0.0,0.0,3.171443649771917e-10,4.1269462836946447e-10,4.4028544370003016e-10,5.127706762737514e-10,0.0,0.0,0.0,0.0
LESA,0.0,0.0,4.964243332180995e-10,6.525921391123304e-10,3.9057195825290167e-10,4.454279916786015e-10,0.0,0.0,0.0,0.0
EQUI,0.0,0.0,2.7082210274466075e-10,3.1587686407477935e-10,0.0,0.0,9.065088683617107e-10,4.8969873029098204e-09,0.0,0.0
ATVO,0.0,0.0,3.914611070515432e-10,5.026607577317483e-10,0.0,0.0,0.0,0.0,0.0,0.0
OPPE,0.0,0.0,2.5976352858845e-08,3.1840634316870304e-08,0.0,0.0,0.0,0.0,0.0,0.0
AGOR,0.0,0.0,3.193944579735793e-10,4.1318353275948127e-10,2.483082131505724e-10,3.2121437362393994e-10,1.3024834716256715e-09,7.515095019495516e-09,0.0,0.0
IT04A,0.0,0.0,7.068110143946941e-09,8.774122350072342e-09,0.0,0.0,0.0,0.0,0.0,0.0
ETLBK,0.0,0.0,2.255293896737715e-09,2.6289690245874643e-09,0.0,0.0,1.0237449155371684e-08,3.7133997095898035e-08,0.0,0.0
CLF,0.0,0.0,1.954810863375664e-09,2.509997465793087e-09,0.0,0.0,1.7571315111114103e-08,6.811182134844685e-08,1.2420350165923723e-09,3.7531453990487e-09
CRES,0.0,0.0,2.551260478722027e-10,3.278627761907504e-10,3.707087659158537e-10,4.34269298441039e-10,0.0,0.0,0.0,0.0
LEUC,0.0,0.0,3.968563545464115e-10,5.370087990988889e-10,0.0,0.0,6.324420663906593e-09,1.9355629444490795e-08,0.0,0.0
OZLJ,0.0,0.0,9.445382031698435e-11,1.1858681974773812e-10,0.0,0.0,0.0,0.0,0.0,0.0
ROLD,0.0,0.0,1.91701213143328e-08,2.3666918675891528e-08,0.0,0.0,3.9273579952989476e-08,1.6275881085033093e-07,0.0,0.0
GOLS,0.0,0.0,6.728211674084142e-10,9.025461768958035e-10,5.600892704203084e-10,6.234251578367501e-10,0.0,0.0,0.0,0.0
MTRZ,0.0,0.0,7.72651892309808e-10,1.0888216037476008e-09,0.0,0.0,5.742341972700757e-09,3.4595425028073543e-08,0.0,0.0
ZAVS,0.0,0.0,4.714292179047656e-10,6.0046224244247e-10,4.69229436537886e-10,5.296484374997765e-10,0.0,0.0,0.0,0.0
BOZZ,0.0,0.0,1.4765415865481322e-08,1.865977531559555e-08,0.0,0.0,0.0,0.0,0.0,0.0
VKB,0.0,0.0,2.7759591522894243e-09,3.600211688188119e-09,0.0,0.0,2.323770601963912e-08,9.02596924818644e-08,0.0,0.0
SSFR,0.0,0.0,7.337080654283362e-10,9.45529275213681e-10,0.0,0.0,0.0,0.0,0.0,0.0
SARZ,0.0,0.0,9.122731529423356e-09,1.1609003223905534e-08,2.4793514015817643e-09,2.5080963838009984e-09,0.0,0.0,0.0,0.0
SACS,0.0,0.0,3.6561655278366967e-10,4.687927501452552e-10,0.0,0.0,0.0,0.0,0.0,0.0
MOMA,0.0,0.0,3.0020099727000864e-10,3.8205019736498726e-10,0.0,0.0,0.0,0.0,0.0,0.0
MGAB,0.0,0.0,4.3609600021710176e-10,5.50763137426349e-10,0.0,0.0,0.0,0.0,0.0,0.0
MYKA,0.0,0.0,3.5211829582431296e-10,4.726480102518617e-10,4.1359040487829047e-10,4.71629367619106e-10,0.0,0.0,0.0,0.0
CFF,0.0,0.0,1.2131177558252864e-08,1.5097964006314554e-08,0.0,0.0,5.0297222349382934e-08,1.4475648891770204e-07,1.177101325256222e-09,2.253317180106685e-09
ATPC,0.0,0.0,3.6387532315769393e-10,4.7070804691471e-10,0.0,0.0,0.0,0.0,0.0,0.0
CHLF,0.0,0.0,3.044698498839857e-10,4.07372846585999e-10,0.0,0.0,3.567721281259444e-09,1.3099609560289669e-08,0.0,0.0
PALA,0.0,0.0,2.8567661524186514e-10,3.7559727921354935e-10,1.9591131931687047e-10,2.478142964468199e-10,0.0,0.0,0.0,0.0
GEPF,0.0,0.0,3.8988668950911005e-10,5.017894595062057e-10,2.55422372189469e-10,2.8451934104767576e-10,0.0,0.0,0.0,0.0
ABSI,0.0,0.0,7.44246072625367e-10,9.75242373094249e-10,0.0,0.0,8.22537194163833e-09,4.627642324488729e-08,0.0,0.0
TREC,0.0,0.0,5.548124064192999e-10,1.030541839780569e-09,5.749239080415719e-10,6.024087352330615e-10,0.0,0.0,0.0,0.0
AVM,0.0,0.0,8.37071248400944e-10,1.025140353358925e-09,4.42055105027489e-10,5.733976230476977e-10,5.088773956404867e-09,1.4902593439328753e-08,3.927661839850893e-10,8.911433780459953e-10
IMI,0.0,0.0,4.3176899595301005e-10,5.401116553636231e-10,0.0,0.0,4.538675808255528e-09,1.6608219307678206e-08,0.0,0.0
SSB,0.0,0.0,6.612269428464457e-10,8.73985675959458e-10,3.2891504804943275e-10,3.7632974468241433e-10,0.0,0.0,5.05786279542042e-10,1.2093143117590401e-09
IT03A,0.0,0.0,3.602408719010328e-09,4.517345536603919e-09,0.0,0.0,7.864832827345682e-09,4.284899923408526e-08,0.0,0.0
CSNT,0.0,0.0,4.705608197689046e-10,5.550365963876073e-10,0.0,0.0,0.0,0.0,0.0,0.0
ZVC,0.0,0.0,2.0507541560468407e-10,2.703817920016341e-10,0.0,0.0,0.0,0.0,0.0,0.0
LOR,0.0,0.0,4.931456298795361e-10,6.387970356271843e-10,0.0,0.0,4.925293017744236e-09,2.312367093715205e-08,0.0,0.0
SABO,0.0,0.0,2.0958128647328622e-10,2.6735566247133877e-10,2.6890497175400065e-10,3.1754983613354633e-10,0.0,0.0,0.0,0.0
OBKA,0.0,0.0,5.478671445197642e-10,7.139840343212241e-10,4.93503288263887e-10,5.387455752146545e-10,0.0,0.0,0.0,0.0
BOO,0.0,0.0,2.9789700601032835e-10,3.8232739914242175e-10,2.2030590569342447e-10,2.4673050662295567e-10,0.0,0.0,0.0,0.0
KHC,0.0,0.0,2.653615080640845e-10,3.3025043879357943e-10,5.44315363658656e-10,5.846993947827509e-10,0.0,0.0,0.0,0.0
NKC,0.0,0.0,3.2009630870161126e-10,4.1529977407085716e-10,0.0,0.0,0.0,0.0,0.0,0.0
AGO,0.0,0.0,3.8528346604252805e-10,4.89886405861315e-10,0.0,0.0,3.640988303269566e-09,1.6508183017134156e-08,0.0,0.0
GRA1,0.0,0.0,2.641346737632811e-09,3.4083248338035476e-09,1.9130145019603117e-09,2.148634057294405e-09,1.9570281184714357e-08,1.980465719059949e-07,0.0,0.0
VERF,0.0,0.0,3.5167106649594117e-10,4.5287308297711404e-10,0.0,0.0,4.020261016711043e-09,1.672338066556163e-08,0.0,0.0
HRSF,0.0,0.0,3.075171163163295e-10,4.2217534730359686e-10,0.0,0.0,4.024259069148518e-09,1.4018780359635082e-08,0.0,0.0
FNVD,0.0,0.0,6.79512217614307e-10,8.141738683537962e-10,0.0,0.0,2.9526345396766182e-09,1.5987690914284608e-08,3.5735286199740526e-10,4.298497190970223e-10
CESX,0.0,0.0,6.04841395623787e-10,7.65718711772121e-10,0.0,0.0,0.0,0.0,0.0,0.0
EF02,0.0,0.0,5.098494466653279e-09,5.6140660108761415e-09,0.0,0.0,0.0,0.0,0.0,0.0
VOJS,0.0,0.0,3.0316611646091357e-10,4.123918464592601e-10,4.543221220813535e-10,5.118409302161186e-10,0.0,0.0,0.0,0.0
CARD,0.0,0.0,4.5506847024103456e-10,5.475991046166784e-10,0.0,0.0,9.697613228043148e-10,5.364416535504794e-09,0.0,0.0
SOKA,0.0,0.0,3.789665614381806e-10,4.782185066070685e-10,3.184763682368657e-10,3.3650219227070835e-10,0.0,0.0,0.0,0.0
CSNA,0.0,0.0,7.216048574515972e-10,9.732905939626863e-10,4.393777489643655e-10,4.668205025513776e-10,0.0,0.0,0.0,0.0
PTCC,0.0,0.0,3.416820240540105e-10,4.3276920840357434e-10,8.093811156233119e-10,9.236004355091383e-10,0.0,0.0,0.0,0.0
GNEF,0.0,0.0,4.238900404612655e-10,5.852261842469984e-10,0.0,0.0,0.0,0.0,0.0,0.0
APEC,0.0,0.0,3.286938774830205e-10,3.995120304563586e-10,0.0,0.0,0.0,0.0,0.0,0.0
IT05A,0.0,0.0,2.0066336449519998e-10,2.6293920297077784e-10,0.0,0.0,0.0,0.0,0.0,0.0
PDKS,0.0,0.0,2.9508343217147624e-10,4.0334670386228086e-10,4.5571038355327324e-10,5.428907369185334e-10,0.0,0.0,0.0,0.0
RIY,0.0,0.0,1.0078607133316388e-10,1.2505333357253224e-10,0.0,0.0,0.0,0.0,0.0,0.0
BRIS,0.0,0.0,2.7001441816612117e-10,3.3900571191255957e-10,0.0,0.0,0.0,0.0,0.0,0.0
HELF,0.0,0.0,1.372537286906341e-09,1.806564112002015e-09,0.0,0.0,8.027297438287307e-09,3.076456085957087e-08,0.0,0.0
GARF,0.0,0.0,4.0328706181632127e-10,5.626949957637855e-10,0.0,0.0,0.0,0.0,0.0,0.0
DOBS,0.0,0.0,4.6022961067790744e-10,5.641510450697768e-10,3.4607986369144807e-10,3.734270117352004e-10,0.0,0.0,0.0,0.0
MGRO,0.0,0.0,2.1579523898260992e-10,2.713698433107052e-10,3.4852383196961206e-10,4.24211892487884e-10,2.00509591505492e-09,6.564369850239109e-09,2.1907857524563833e-10,3.4602749159859724e-10
ARVD,0.0,0.0,1.340402159564394e-09,1.420869555463849e-09,0.0,0.0,0.0,0.0,0.0,0.0
PVCC,0.0,0.0,7.568840755023886e-10,1.0035642931604066e-09,0.0,0.0,0.0,0.0,0.0,0.0
BOSL,0.0,0.0,7.608392945102986e-11,9.656373651139623e-11,0.0,0.0,3.6053180881107774e-10,1.941906220116773e-09,0.0,0.0
BSCF,0.0,0.0,7.974634953602585e-10,1.0718805350524687e-09,0.0,0.0,0.0,0.0,0.0,0.0
LJU,0.0,0.0,1.491702912265636e-09,1.9129741064298903e-09,7.601032408978422e-10,8.89711632519333e-10,0.0,0.0,0.0,0.0
JAVS,0.0,0.0,3.0416716684971304e-10,3.9156388614362365e-10,6.270226443657692e-10,6.729601563185924e-10,0.0,0.0,0.0,0.0
FALKS,0.0,0.0,7.867433438410843e-10,9.51435513681838e-10,0.0,0.0,0.0,0.0,0.0,0.0
GZNF,0.0,0.0,3.7947568498701396e-10,5.052621268305074e-10,0.0,0.0,3.7400763208749e-09,1.2558996493665857e-08,0.0,0.0
ARCI,0.0,0.0,9.00870410105498e-11,1.1558560024548834e-10,0.0,0.0,0.0,0.0,0.0,0.0
CEY,0.0,0.0,3.9752314728626087e-10,4.883588170397583e-10,5.191933299106101e-10,5.940558276389014e-10,0.0,0.0,0.0,0.0
PRED,0.0,0.0,1.6661541590416407e-10,2.1266752489098136e-10,1.7070940590929652e-10,2.0861151166238164e-10,0.0,0.0,0.0,0.0
CKRC,0.0,0.0,2.360075917871334e-10,3.1448666175078875e-10,4.6529650406353614e-10,4.791290293335686e-10,0.0,0.0,0.0,0.0
GBRS,0.0,0.0,1.9548023247672728e-10,2.6222108834379545e-10,4.289629893818811e-10,4.84933340228689e-10,0.0,0.0,0.0,0.0
DRE,0.0,0.0,1.6800178509520454e-10,2.2339362963274319e-10,2.743985978445159e-10,3.021211919936896e-10,0.0,0.0,0.0,0.0
ORZI,0.0,0.0,1.2863473628383154e-08,1.5623811652045074e-08,5.4547312503757876e-09,7.277783123264338e-09,1.0701902971541716e-08,3.4187337350657994e-08,0.0,0.0
CI37,0.0,0.0,0.0,0.0,1.2961946101072635e-09,1.52097167750712e-09,0.0,0.0,0.0,0.0
D146,0.0,0.0,0.0,0.0,1.0035388513554755e-09,1.1789725862712126e-09,0.0,0.0,0.0,0.0
D011A,0.0,0.0,0.0,0.0,1.7408272996198228e-10,1.8100423997893888e-10,0.0,0.0,0.0,0.0
D124,0.0,0.0,0.0,0.0,2.0523001367692798e-10,2.407739559228192e-10,0.0,0.0,0.0,0.0
CI41,0.0,0.0,0.0,0.0,2.7139541555562276e-10,3.2683719395986825e-10,0.0,0.0,0.0,0.0
