time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2013-06-30T14:40:09.570Z,44.134,10.152,10.2,4.9,mb,147,44,,1.09,us,usb000i3rs,2022-07-25T17:38:48.212Z,"6 km SW of Minucciano, Italy",earthquake,,1.8,,49,reviewed,us,us
2013-06-23T15:01:35.090Z,44.137,10.135,10.1,4.7,mb,129,44,,1.33,us,usc000hyhh,2022-07-25T17:08:30.558Z,"6 km WSW of Minucciano, Italy",earthquake,,1.8,,33,reviewed,us,us
2013-06-22T08:41:09.000Z,40.261,19.66,13.4,4.7,mb,120,100,,,us,usc000hxz4,2014-11-07T01:51:06.706Z,"17 km ESE of Orikum, Albania",earthquake,,,,60,reviewed,tir,us
2013-06-21T14:23:22.000Z,44.16,10.14,8,4.5,mb,23,100,,,us,usp000k1d6,2014-11-07T01:51:06.558Z,"5 km SSW of Casola in Lunigiana, Italy",earthquake,,,,6,reviewed,rom,us
2013-06-21T12:12:42.340Z,44.271,10.129,10,4.5,mb,69,56,,0.7,us,usc000hx22,2014-11-07T01:51:06.518Z,"2 km S of Comano, Italy",earthquake,,,,28,reviewed,us,us
2013-06-21T10:33:57.000Z,44.153,10.135,5.1,5.2,mwr,393,100,,,us,usc000hx16,2022-08-06T16:27:08.151Z,"6 km WSW of Minucciano, Italy",earthquake,,,,,reviewed,rom,us
2013-03-19T21:09:51.220Z,51.52,16.02,1,4.7,mb,240,29.2,,1.13,us,usb000fp74,2022-07-24T21:09:39.954Z,"4 km WNW of Polkowice, Poland",rock burst,,,,148,reviewed,us,us
2013-02-16T21:16:09.000Z,41.714,13.576,10.7,4.8,mwr,247,28.9,,,us,usc000f8pg,2022-07-24T18:16:55.849Z,"3 km W of Sora, Italy",earthquake,,,,,reviewed,rom,us
2013-01-31T08:04:08.000Z,39.869,19.739,15.6,4.5,mb,56,52.3,,,us,usc000ez43,2022-07-24T16:57:28.560Z,"10 km NW of Acharávi, Greece",earthquake,,,,3,reviewed,ath,us
2013-01-25T14:48:18.000Z,44.168,10.454,15.5,4.9,mwr,111,26.9,,,us,usp000jytq,2022-05-03T17:23:49.978Z,"3 km ENE of Castiglione di Garfagnana, Italy",earthquake,,,,,reviewed,rom,us
2012-12-30T23:35:02.590Z,43.183,-0.233,2,4.8,ml,80,66.6,,,us,usp000jxn1,2014-11-07T01:49:41.171Z,"1 km N of Coarraze, France",earthquake,,,,,reviewed,ldg,ldg
2012-10-25T23:05:24.000Z,39.88,16.01,6,5.3,mww,334,13.6,,,us,usp000juew,2024-06-17T20:26:58.437Z,"2 km SE of Mormanno, Italy",earthquake,,,,,reviewed,rom,us
2012-10-16T15:10:59.140Z,39.755,15.549,260.3,4.9,mb,382,27.5,,0.77,us,usp000ju23,2014-11-07T01:49:06.192Z,"21 km WSW of Scalea, Italy",earthquake,,,,191,reviewed,us,us
2012-10-03T14:41:29.430Z,44.821,9.814,21.8,4.5,mb,120,36.2,,1.24,us,usp000jtfz,2015-03-24T01:57:25.543Z,"1 km WSW of Lugagnano Val d'Arda, Italy",earthquake,,6.5,,2,reviewed,us,us
2012-10-03T09:20:44.690Z,44.586,7.316,10,4.5,mb,90,33.8,,1.03,us,usp000jtfg,2015-03-24T02:05:07.239Z,"2 km N of Melle, Italy",earthquake,,,,3,reviewed,us,us
2012-09-27T01:08:22.480Z,41.17,14.95,6.3,4.6,mb,230,27.1,,,us,usp000jt1f,2015-03-24T01:32:50.953Z,"0 km E of Sant'Arcangelo Trimonte, Italy",earthquake,,,,13,reviewed,rom,us
2012-09-22T06:15:57.300Z,40.16,20.83,17,4.9,mb,334,26,,,us,usp000jsq1,2015-03-24T02:40:26.332Z,"13 km NNE of Kónitsa, Greece",earthquake,,,,158,reviewed,ath,us
2012-07-27T23:12:23.730Z,44.167,17.877,10,4.5,mwr,244,20.1,,0.97,us,usp000jphe,2015-03-24T01:42:42.568Z,"4 km SSW of Zenica, Bosnia and Herzegovina",earthquake,,,,,reviewed,us,us
2012-06-17T19:20:42.700Z,40.54,21.64,24,4.6,mb,94,21.5,,,us,usp000jmw9,2015-03-24T01:30:37.173Z,"4 km NW of Ptolema?da, Greece",earthquake,,,,3,reviewed,ath,us
2012-06-09T02:04:55.850Z,46.209,12.444,7,4.5,mb,189,21.8,,,us,usp000jmhp,2015-03-24T01:30:15.554Z,"5 km NE of Lamosano, Italy",earthquake,,,,21,reviewed,rom,us
2012-06-06T04:08:31.000Z,44.434,12.354,25.6,4.6,mb,128,23.3,,,us,usp000jmdk,2014-11-07T01:48:01.251Z,"4 km ENE of Lido Adriano, Italy",earthquake,,,,9,reviewed,rom,us
2012-06-03T19:20:43.000Z,44.9,10.94,9,5.1,mb,224,21.9,,,us,usp000jm9v,2022-05-03T15:41:39.579Z,"3 km ENE of Novi di Modena, Italy",earthquake,,,,62,reviewed,rom,us
2012-05-29T11:07:05.000Z,44.876,11.076,15,4.5,mb,69,32.9,,,us,usp000jm32,2014-11-07T01:47:54.936Z,"1 km SSE of Mirandola, Italy",earthquake,,,,4,reviewed,rom,us
2012-05-29T11:00:25.050Z,44.873,10.955,10,5.1,mb,290,28,,1.09,us,usp000jm31,2015-03-24T01:48:27.878Z,"2 km W of San Possidonio, Italy",earthquake,,,,194,reviewed,us,us
2012-05-29T11:00:02.000Z,44.873,10.95,11,4.8,mb,153,33.9,,,us,usp000jm30,2014-11-07T01:47:54.904Z,"2 km W of San Possidonio, Italy",earthquake,,,,52,reviewed,rom,us
2012-05-29T10:55:57.000Z,44.888,11.008,6.8,5.5,mww,575,17.9,,,us,usp000jm2z,2022-05-03T15:41:14.710Z,"2 km NE of San Possidonio, Italy",earthquake,,,,,reviewed,rom,us
2012-05-29T08:40:58.000Z,44.892,10.962,5.3,4.7,mb,146,21.9,,,us,usp000jm2v,2015-03-24T01:56:25.905Z,"2 km NW of San Possidonio, Italy",earthquake,,,,42,reviewed,rom,us
2012-05-29T08:27:23.000Z,44.854,11.106,10,4.7,mb,57,49.1,,,us,usp000jm2t,2014-11-07T01:47:54.819Z,"3 km ENE of Medolla, Italy",earthquake,,,,17,reviewed,rom,us
2012-05-29T08:25:51.000Z,44.901,10.943,3.2,4.8,mb,235,21.9,,,us,usp000jm2s,2015-03-24T01:56:23.233Z,"3 km ENE of Novi di Modena, Italy",earthquake,,,,107,reviewed,rom,us
2012-05-29T07:00:03.000Z,44.851,11.086,10.2,5.8,mww,678,16.7,,,us,usp000jm2n,2022-05-03T17:03:23.869Z,"1 km ENE of Medolla, Italy",earthquake,,,,,reviewed,rom,us
2012-05-28T01:06:27.000Z,39.86,16.12,3,4.6,mb,113,28.9,,,us,usp000jm10,2014-11-07T01:47:54.190Z,"2 km NW of Morano Calabro, Italy",earthquake,,,,11,reviewed,rom,us
2012-05-21T16:37:31.000Z,44.851,11.348,10.4,4.6,mb,121,21.1,,,us,usp000jkrh,2015-03-24T02:09:42.106Z,"3 km SSE of Scortichino, Italy",earthquake,,,,13,reviewed,rom,us
2012-05-20T17:37:14.000Z,44.876,11.382,3.2,4.8,mb,159,19.3,,,us,usp000jkpv,2015-03-24T01:29:37.737Z,"3 km WSW of Bondeno, Italy",earthquake,,,,41,reviewed,rom,us
2012-05-20T13:18:02.000Z,44.831,11.49,4.7,5,mwr,445,12,,,us,usp000jkpj,2022-05-03T17:03:22.698Z,"1 km SSW of Vigarano Mainarda, Italy",earthquake,,,,,reviewed,rom,us
2012-05-20T10:12:22.000Z,44.915,11.132,5.2,4.6,mb,55,33.1,,,us,usp000jkp8,2015-03-24T02:08:46.043Z,"2 km ESE of Quarantoli, Italy",earthquake,,,,6,reviewed,rom,us
2012-05-20T09:13:21.000Z,44.879,11.241,3.1,4.7,mb,117,32.3,,,us,usp000jkp6,2015-03-24T02:06:18.866Z,"3 km NE of Massa Finalese, Italy",earthquake,,,,49,reviewed,rom,us
2012-05-20T03:02:50.000Z,44.86,11.1,10,4.9,mwr,351,30.5,,,us,usp000jknf,2022-05-03T15:43:11.015Z,"2 km ENE of Medolla, Italy",earthquake,,,,,reviewed,rom,us
2012-05-20T02:03:52.000Z,44.89,11.23,6.3,6,mww,729,11.5,,,us,usp000jkn8,2022-05-03T15:40:01.899Z,"4 km NNE of Massa Finalese, Italy",earthquake,,,,,reviewed,rom,us
2012-03-26T03:00:17.670Z,41.79,19.354,16.7,4.7,mb,240,39,,,us,usp000jgta,2015-03-24T02:29:08.290Z,"18 km SE of Ulcinj, Montenegro",earthquake,,,,53,reviewed,pdg,us
2012-03-25T04:46:54.600Z,39.46,20.528,0,4.8,mb,244,39.8,,,us,usp000jgre,2022-05-03T16:58:49.258Z,"1 km SE of Paramythiá, Greece",earthquake,,,,85,reviewed,the,us
2012-03-15T03:29:05.000Z,42.81,13.202,6,4.7,mb,97,39.7,,,us,usp000jg9b,2014-11-07T01:47:15.064Z,"8 km WNW of Arquata del Tronto, Italy",earthquake,,,,4,reviewed,rom,us
2012-03-05T15:15:07.500Z,44.57,9.434,9.2,4.7,mb,131,34.7,,1.21,us,usp000jfu7,2015-03-24T01:26:54.180Z,"3 km NNW of Santo Stefano d'Aveto, Italy",earthquake,,4.7,,21,reviewed,us,us
2012-03-04T03:47:40.920Z,42.072,7.623,10,4.8,mb,161,30.8,,1.13,us,usp000jfs0,2015-03-24T02:02:55.441Z,"80 km W of Cargèse, France",earthquake,,,,43,reviewed,us,us
2012-03-02T07:15:50.780Z,44.489,6.705,10,4.5,mb,78,37.8,,,us,usp000jfpa,2014-11-07T01:47:09.240Z,"8 km NNW of Jausiers, France",earthquake,,,,4,reviewed,ldg,us
2012-01-27T14:53:13.000Z,44.48,10.03,60,5,mwr,377,20,,,us,usp000je1g,2015-03-24T01:38:26.631Z,"4 km SE of Berceto, Italy",earthquake,,,,,reviewed,rom,rom
2012-01-25T08:06:36.000Z,44.854,10.538,33.2,4.9,mwr,319,16.1,,,us,usp000jdyj,2022-05-03T15:26:46.403Z,"1 km N of Poviglio, Italy",earthquake,,,,,reviewed,rom,rom
2011-12-12T17:04:43.470Z,43.321,19.243,1.5,4.5,mb,144,28.5,,1.28,us,usp000jc4d,2014-11-07T01:46:33.407Z,"10 km WSW of Pljevlja, Montenegro",earthquake,,7.7,,11,reviewed,us,us
2011-11-04T11:22:06.020Z,39.952,14.799,326.6,4.5,mb,82,66.1,,0.74,us,usp000jaas,2014-11-07T01:46:17.610Z,"34 km SW of Pollica, Italy",earthquake,,2.8,,11,reviewed,us,us
2011-09-25T13:17:10.220Z,42.542,18.605,10,4.6,mb,116,62.8,,,us,usp000j8hz,2014-11-07T01:45:57.111Z,"8 km WNW of Risan, Montenegro",earthquake,,,,8,reviewed,pdg,us
2011-07-17T18:30:28.050Z,45.003,11.289,6.4,4.9,mb,260,17.4,,1.08,us,usp000j52x,2015-03-24T01:42:36.975Z,"0 km W of Sermide, Italy",earthquake,,3.8,,94,reviewed,us,us
2011-07-12T07:15:08.000Z,43.915,11.848,7.4,4.6,mb,108,31.2,,,us,usp000j4qz,2015-03-24T01:18:59.273Z,"6 km SW of Santa Sofia, Italy",earthquake,,,,16,reviewed,rom,us
2011-07-12T06:53:22.000Z,43.92,11.861,7.8,4.5,mb,114,28.4,,,us,usp000j4qw,2014-11-07T01:45:21.049Z,"4 km SW of Santa Sofia, Italy",earthquake,,,,24,reviewed,rom,us
2011-07-07T19:21:46.800Z,41.948,7.698,10.9,5.1,mwc,410,29.9,,,us,usp000j4b6,2015-03-24T01:18:48.116Z,"77 km WSW of Cargèse, France",earthquake,,,,,reviewed,ldg,gcmt
2011-06-17T05:31:06.360Z,43.795,16.445,10,4.6,mb,56,60.2,,1.43,us,usp000j3aj,2014-11-07T01:45:06.476Z,"14 km WNW of Hrvace, Croatia",earthquake,,,,5,reviewed,us,us
2011-06-09T16:16:33.000Z,40.716,19.864,6.9,4.5,mb,137,32.4,,,us,usp000j2x2,2022-07-19T17:22:06.147Z,"5 km S of Ura Vajgurore, Albania",earthquake,,,,7,reviewed,tir,us
2011-05-13T03:59:08.010Z,51.405,16.182,5,4.5,mb,72,40,,0.78,us,usp000j1h1,2020-09-21T17:31:26.861Z,"1 km WNW of Lubin, Poland",earthquake,,,,31,reviewed,us,us
2010-12-30T08:56:44.730Z,51.472,16.057,5,5,mb,178,25,,1.32,us,usp000hs9w,2020-09-21T17:08:59.812Z,"3 km SSW of Polkowice, Poland",earthquake,,,,52,reviewed,us,us
2010-11-09T18:23:35.300Z,42.064,6.854,18.3,4.5,mb,76,57.5,,,us,usp000hpb9,2014-11-07T01:42:53.495Z,"125 km SSE of Le Lavandou, France",earthquake,,,,6,reviewed,ldg,us
2010-11-03T18:13:11.110Z,40.036,13.247,468.3,5.2,mwc,248,31.3,,0.75,us,usp000hnz9,2016-11-10T00:22:12.218Z,"85 km S of Ventotene, Italy",earthquake,,1.8,,,reviewed,us,gcmt
2010-11-03T00:56:55.400Z,43.76,20.73,0.9,5.5,mwc,380,16.7,,,us,usp000hny4,2022-07-18T23:22:20.268Z,"5 km NE of Kraljevo, Serbia",earthquake,,,,,reviewed,beo,gcmt
2010-10-23T06:17:41.200Z,39.96,21.42,20,4.9,mb,124,28.3,,,us,usp000hnem,2014-11-07T01:42:44.982Z,"13 km S of Grevená, Greece",earthquake,,,,16,reviewed,ath,us
2010-10-07T20:23:10.540Z,42.4,21.6,3,4.6,mb,45,56.7,,,us,usp000hmqw,2014-11-07T01:42:39.661Z,"8 km WNW of Rajince, Serbia",earthquake,,,,6,reviewed,sko,us
2010-07-09T22:15:10.370Z,41.171,20.034,22.2,4.9,mb,175,34,,,us,usp000hf2y,2022-07-18T16:01:43.962Z,"7 km SE of Krrabë, Albania",earthquake,,,,46,reviewed,tir,us
2010-04-03T01:36:43.800Z,51.491,16.122,1,4.6,mb,120,29.9,,,us,usp000ha9b,2022-07-16T09:38:12.347Z,"3 km ESE of Polkowice, Poland",earthquake,,,,20,reviewed,grf,us
2010-03-10T13:38:04.220Z,42.772,20.561,10,4.6,mwr,95,30.7,,1.03,us,usp000h92x,2022-07-16T06:27:53.817Z,"6 km E of Istok, Kosovo",earthquake,,,,,reviewed,us,us
2010-02-20T16:36:07.500Z,51.457,16.059,5,4.7,mb,88,40.2,,1.1,us,usp000h7gw,2020-09-21T16:31:49.088Z,"5 km S of Polkowice, Poland",earthquake,,,,16,reviewed,us,us
2010-02-06T04:55:16.980Z,51.353,16.071,5,4.9,mb,135,36.3,,1.01,us,usp000h707,2022-07-16T02:02:47.889Z,"10 km WSW of Lubin, Poland",earthquake,,,,51,reviewed,us,us
