,2012_01_27T14_53_13_coda,2012_01_27T14_53_13_envelope,2022_03_12T17_03_22_coda,2022_03_12T17_03_22_envelope,2023_03_22T14_50_33_coda,2023_03_22T14_50_33_envelope,2012_12_30T23_35_02_coda,2012_12_30T23_35_02_envelope
MUGIO,0.0,0.0,3.6694010202218255e-10,1.2602059640260326e-10,3.0890713532716847e-10,4.0474088111387416e-10,2.023944003672078e-10,5.684597136056738e-10
A077A,0.0,0.0,3.71692489382192e-10,9.879008703507616e-11,0.0,0.0,0.0,0.0
LOUF,0.0,0.0,8.540465319321402e-10,2.4163683943608817e-10,5.0367596194193e-10,6.795783372210158e-10,0.0,0.0
MTLF,0.0,0.0,7.957701074658541e-10,2.797820899435956e-10,4.314711938852344e-10,5.610380461160197e-10,0.0,0.0
VISG,0.0,0.0,1.4644895593091934e-10,7.524452194459369e-11,8.590767210174862e-11,1.0812045486778377e-10,0.0,0.0
CLEV,0.0,0.0,2.8178183786501156e-09,8.724248089439325e-10,2.9794278252793514e-09,3.7056735677213243e-09,0.0,0.0
ARTF,0.0,0.0,2.3355045849087542e-09,1.360530029078912e-09,6.400978497038528e-10,8.049355672245346e-10,0.0,0.0
PRED,0.0,0.0,1.5406513154776588e-10,4.583710324644617e-11,1.6661541590416407e-10,2.1266752489098136e-10,0.0,0.0
CEST,0.0,0.0,5.384879851363385e-10,2.1631890435163768e-10,3.904810895925053e-10,4.990904562209156e-10,0.0,0.0
BALD,0.0,0.0,2.129779729030328e-09,1.108425829053037e-09,0.0,0.0,0.0,0.0
LESA,0.0,0.0,5.237233918332725e-10,1.7364073278504622e-10,4.964243332180997e-10,6.525921391123306e-10,0.0,0.0
BRIS,0.0,0.0,2.6264273157194927e-10,1.3962080461310943e-10,2.7001441816612117e-10,3.3900571191255957e-10,0.0,0.0
ABJF,0.0,0.0,5.796794922136783e-10,1.8528896552835808e-10,4.3865409929027887e-10,5.741080690744426e-10,0.0,0.0
SROF,0.0,0.0,1.058059678488491e-09,2.9520987960704086e-10,6.680341144858062e-10,8.830114442483372e-10,0.0,0.0
OSSF,0.0,0.0,4.1460498423721646e-10,1.7320236644834163e-10,0.0,0.0,0.0,0.0
BSCF,0.0,0.0,1.4607840225416294e-09,3.836863962770497e-10,7.974634953602585e-10,1.0718805350524687e-09,0.0,0.0
CLMF,0.0,0.0,1.5692093080520761e-09,4.789226182532304e-10,1.1864068714133946e-09,1.5617590858126915e-09,0.0,0.0
CANO,0.0,0.0,1.9305450998766502e-09,9.83583614705158e-10,5.786177032438693e-10,8.355046202295237e-10,0.0,0.0
RUMEL,0.0,0.0,1.3766469984328808e-09,4.754979164791395e-10,1.293506338309213e-09,1.6493799862622104e-09,0.0,0.0
NIMR,0.0,0.0,6.310949756230163e-09,3.453711499579047e-09,4.7500205895336244e-09,5.535486945249597e-09,0.0,0.0
XAFF,0.0,0.0,7.073383264972694e-10,2.2691214771843428e-10,0.0,0.0,0.0,0.0
MVIF,0.0,0.0,5.708732389275681e-10,2.745807628842294e-10,2.486232448851802e-10,3.1003523715899317e-10,0.0,0.0
TRULL,0.0,0.0,1.856522396474534e-09,7.637933674213915e-10,0.0,0.0,0.0,0.0
ETSF,0.0,0.0,5.445041637424015e-10,1.8299739109819798e-10,0.0,0.0,0.0,0.0
TURF,0.0,0.0,1.104355172361414e-09,6.168336964185605e-10,3.140376669261952e-10,4.1956750643574605e-10,0.0,0.0
REYF,0.0,0.0,5.625989331925691e-10,1.6230117742780308e-10,0.0,0.0,0.0,0.0
HOHE,0.0,0.0,1.508841907249407e-09,7.069151678717691e-10,0.0,0.0,0.0,0.0
CAVN,0.0,0.0,7.149684682983156e-10,2.747037535860072e-10,0.0,0.0,0.0,0.0
GZNF,0.0,0.0,5.177972335140781e-10,1.5118981863637228e-10,3.7947568498701396e-10,5.052621268305074e-10,0.0,0.0
GRAM,0.0,0.0,5.55108646414316e-10,2.63679818539518e-10,3.955082006256717e-10,4.941700202205551e-10,0.0,0.0
VIVA,0.0,0.0,7.212788739252276e-09,4.470953542768552e-09,0.0,0.0,0.0,0.0
GIGS,0.0,0.0,1.0755110258471435e-10,5.4236537442281017e-11,0.0,0.0,0.0,0.0
A073A,0.0,0.0,4.706325368977518e-10,3.0795924367571407e-10,0.0,0.0,0.0,0.0
RORO,0.0,0.0,8.705671845189354e-10,4.798945116346741e-10,5.522430001933284e-10,7.757444329128511e-10,3.398186263064219e-10,5.634332010845938e-10
GIZF,0.0,0.0,2.037535358078268e-09,8.012104720606245e-10,1.299517035017318e-09,1.7148876947093515e-09,0.0,0.0
EQUI,0.0,0.0,3.999842509468391e-10,2.3288244190639524e-10,2.708221027446608e-10,3.1587686407477945e-10,0.0,0.0
LABF,0.0,0.0,1.1378654918284655e-09,3.3644232716292205e-10,0.0,0.0,0.0,0.0
ETNF,0.0,0.0,7.519092274965962e-10,2.283511918813256e-10,0.0,0.0,0.0,0.0
MANO,0.0,0.0,9.79241282071609e-10,4.166691647750273e-10,0.0,0.0,0.0,0.0
VIA,0.0,0.0,8.048027625578427e-10,3.2779835948993193e-10,8.524422704999127e-10,1.1058449944214343e-09,0.0,0.0
MAME,0.0,0.0,2.1188992778327904e-09,1.118681790795512e-09,2.705933651760882e-09,3.435986506015834e-09,0.0,0.0
MPRI,0.0,0.0,2.2304185917913478e-10,8.134495322704188e-11,2.175529160680745e-10,2.7636881891220183e-10,0.0,0.0
ATE,0.0,0.0,6.82886315108665e-10,2.3474024549872633e-10,0.0,0.0,0.0,0.0
ESCA,0.0,0.0,1.9755088004740936e-09,8.470347260633438e-10,0.0,0.0,5.826404463996246e-10,1.0129720104823777e-09
CARF,0.0,0.0,1.4542943863278182e-09,6.071330303594176e-10,7.689195271478908e-10,1.0468081854601431e-09,0.0,0.0
VARN,0.0,0.0,2.071003914184374e-10,8.467764485812908e-11,2.3288836302669527e-10,2.9949759308107435e-10,0.0,0.0
GNEF,0.0,0.0,6.052592774552005e-10,1.8056348079077915e-10,4.238900404612655e-10,5.852261842469984e-10,0.0,0.0
BEBN,0.0,0.0,1.863826958844454e-09,7.982226708918318e-10,2.1541708875707602e-09,2.858078822322113e-09,0.0,0.0
CSOR,0.0,0.0,6.968966375102977e-10,2.670457750656687e-10,0.0,0.0,0.0,0.0
GSCL,0.0,0.0,3.3105179006054747e-10,1.4547016838134374e-10,1.8257770827623278e-10,2.433907651135421e-10,0.0,0.0
AGLI,0.0,0.0,1.049123315717216e-09,6.27224229741256e-10,0.0,0.0,0.0,0.0
SLVF,0.0,0.0,4.4064106554413614e-10,1.7948936735962612e-10,3.4910449104283684e-10,4.71616116046615e-10,0.0,0.0
CORI,0.0,0.0,7.333729324047114e-10,3.1161619752207727e-10,0.0,0.0,0.0,0.0
SENA,0.0,0.0,7.167415448586927e-10,3.165631968416521e-10,0.0,0.0,0.0,0.0
GUEF,0.0,0.0,1.0694284830095186e-09,3.432107025886173e-10,0.0,0.0,0.0,0.0
PALA,0.0,0.0,3.2297184779107657e-10,9.509405185229464e-11,2.8567661524186514e-10,3.7559727921354935e-10,0.0,0.0
PII,0.0,0.0,5.744124235538559e-10,3.5101533950790743e-10,4.4580486965207696e-10,5.549496044055437e-10,0.0,0.0
IRAF,0.0,0.0,1.0674907706644687e-09,3.1347865265717717e-10,0.0,0.0,0.0,0.0
LBL,0.0,0.0,5.187357402437243e-10,1.6280205262731242e-10,3.447331901101286e-10,4.4065627695475596e-10,0.0,0.0
TSDF,0.0,0.0,1.8104859085479742e-09,6.1966938624129e-10,1.286885992392789e-09,1.6993760377852739e-09,0.0,0.0
PYLO,0.0,0.0,1.3309121698855522e-09,4.679566334939797e-10,0.0,0.0,0.0,0.0
BOUF,0.0,0.0,8.68935535320202e-10,2.8413573009939947e-10,5.898123265071647e-10,8.109499339073562e-10,0.0,0.0
RCHB,0.0,0.0,5.377743034069043e-10,1.6546370684959371e-10,4.215047285102625e-10,5.537525260007112e-10,0.0,0.0
DRE,0.0,0.0,2.5148145539190056e-10,1.2443517770982254e-10,1.6800178509520454e-10,2.2339362963274316e-10,0.0,0.0
MLZA,0.0,0.0,9.993746278152247e-10,3.2571895146853904e-10,8.320681842104181e-10,1.1092440076167895e-09,0.0,0.0
CCAS,0.0,0.0,1.1212145759302514e-09,5.304525754633004e-10,2.264152509519692e-10,2.9687196409823013e-10,0.0,0.0
CLLI,0.0,0.0,5.367011775687564e-10,2.371497856110505e-10,3.426454517678957e-10,4.803145233889918e-10,0.0,0.0
SRES,0.0,0.0,4.3170438779135526e-10,1.6268174180542612e-10,0.0,0.0,0.0,0.0
MORSI,0.0,0.0,6.592745936650421e-10,3.750835732908505e-10,1.9824148180184123e-10,2.391137690328636e-10,0.0,0.0
LMD,0.0,0.0,1.944220739038984e-10,8.667790209245489e-11,1.1735528681606501e-10,1.5251331782366468e-10,0.0,0.0
A071A,0.0,0.0,8.29410254900098e-10,5.897406240714992e-10,0.0,0.0,0.0,0.0
BOO,0.0,0.0,2.8262879908730697e-10,1.0088229677364966e-10,2.9789700601032835e-10,3.8232739914242185e-10,0.0,0.0
HELF,0.0,0.0,1.4904440443821652e-09,5.630487377771836e-10,1.372537286906341e-09,1.806564112002015e-09,0.0,0.0
PRIMA,0.0,0.0,1.535420838276515e-07,9.197661783496897e-08,0.0,0.0,0.0,0.0
DAGMA,0.0,0.0,1.0722963913213083e-09,3.4711258673767433e-10,0.0,0.0,0.0,0.0
TRIGF,0.0,0.0,6.122465586707541e-10,3.2211749011818287e-10,1.8541730575861006e-10,2.3727827610881286e-10,0.0,0.0
MIGAL,0.0,0.0,1.8283694521302647e-09,9.69534028571562e-10,3.568305103902461e-10,4.6149092869805104e-10,0.0,0.0
BOST,0.0,0.0,8.271241266153485e-10,4.543759869758319e-10,0.0,0.0,0.0,0.0
HMNX,0.0,0.0,5.6552950182286625e-09,2.668437784723761e-09,0.0,0.0,4.545706255810457e-09,7.631922413204456e-09
CHIF,0.0,0.0,1.269763435563603e-09,4.2272778497894567e-10,1.011940314690685e-09,1.2355690559009715e-09,0.0,0.0
MDI,0.0,0.0,6.520734173202034e-10,2.5509158886270844e-10,5.71465420633587e-10,7.427028069886293e-10,0.0,0.0
EMMET,0.0,0.0,5.485163934497307e-10,1.7920314380142875e-10,0.0,0.0,2.8680448191170537e-10,9.26016902425732e-10
VERF,0.0,0.0,5.88352931388389e-10,1.515297545287628e-10,3.5167106649594117e-10,4.5287308297711404e-10,0.0,0.0
FILF,0.0,0.0,1.307693526323084e-09,5.780717485442353e-10,5.928806630955856e-10,7.481655604394615e-10,0.0,0.0
MOTA,0.0,0.0,6.41582464508594e-10,1.7893499324594414e-10,5.785212427439155e-10,7.592865467033837e-10,0.0,0.0
GARF,0.0,0.0,6.693206070285553e-10,1.9819537804032966e-10,4.032870618163213e-10,5.626949957637855e-10,0.0,0.0
AJAC,0.0,0.0,7.310444978126716e-10,4.2983049823247717e-10,3.1406052501320657e-10,3.849457518357027e-10,0.0,0.0
LEUC,0.0,0.0,6.179651468406826e-10,2.1252001592258211e-10,3.968563545464115e-10,5.370087990988889e-10,0.0,0.0
CFON,0.0,0.0,7.379786698079525e-10,2.8168359472938806e-10,0.0,0.0,0.0,0.0
CARD,0.0,0.0,9.038235640560406e-10,2.9149651103722983e-10,4.5506847024103456e-10,5.475991046166784e-10,0.0,0.0
APEC,0.0,0.0,3.338023097037616e-10,1.6309496156741335e-10,3.286938774830206e-10,3.995120304563586e-10,0.0,0.0
BERGE,0.0,0.0,6.751741546749544e-10,1.9583036795153132e-10,0.0,0.0,4.0895115936378496e-10,1.5827178948650204e-09
VOEL,0.0,0.0,1.280504598405474e-09,4.880132536635636e-10,0.0,0.0,0.0,0.0
ZVC,0.0,0.0,7.306810974983984e-10,2.224165446152839e-10,2.050754156046841e-10,2.703817920016341e-10,0.0,0.0
TERF,0.0,0.0,1.1566975268007263e-09,4.2065065752725805e-10,0.0,0.0,0.0,0.0
CIEL,0.0,0.0,1.747063063885703e-09,6.31850713526385e-10,0.0,0.0,0.0,0.0
PAND,0.0,0.0,1.5462162449452274e-09,5.478524642301444e-10,1.1000676617516578e-09,1.4666280652430167e-09,0.0,0.0
CBEU,0.0,0.0,1.107425488024922e-09,5.516589500626415e-10,3.896489453928955e-10,5.24354428225456e-10,0.0,0.0
WALT,0.0,0.0,3.504471046726263e-09,9.968398621198754e-10,0.0,0.0,0.0,0.0
BOB,0.0,0.0,9.093160139825139e-10,3.79850774411116e-10,4.1984780910432766e-10,5.539307460588489e-10,3.618911345420975e-10,8.317443121166385e-10
CPAL,0.0,0.0,1.6430392960135843e-09,1.181282165347706e-09,2.786672436007567e-10,3.845155563741983e-10,0.0,0.0
PLEF,0.0,0.0,1.1451452207111575e-09,3.520039862405708e-10,7.754796172615362e-10,1.0071692831269514e-09,0.0,0.0
MLS,0.0,0.0,1.493893175601952e-09,5.56629397921737e-10,1.0222441016887383e-09,1.3861858574649939e-09,0.0,0.0
BANN,0.0,0.0,5.713931923273654e-10,1.9421588659399224e-10,2.910534520516365e-10,3.983260838141984e-10,0.0,0.0
EILF,0.0,0.0,5.3509220861027844e-09,3.0433678437423122e-09,9.346375046819387e-10,1.1666335343024579e-09,1.1477798136233341e-09,1.5104817129644924e-09
BAD,0.0,0.0,5.034555362912245e-10,1.7862131931200683e-10,0.0,0.0,0.0,0.0
LRVF,0.0,0.0,4.255200225360601e-09,1.7722437834794947e-09,0.0,0.0,0.0,0.0
MILN,0.0,0.0,1.6532570450368025e-08,8.655445613094056e-09,1.3314251969366705e-08,1.6911454977572637e-08,0.0,0.0
CALF,0.0,0.0,1.4359800153322516e-09,5.992909049658702e-10,3.2355958295620496e-10,4.2881603168710767e-10,6.147593329082822e-10,9.09897513759069e-10
TERZ,0.0,0.0,6.448586828891354e-10,2.1543478623624988e-10,4.885296403162309e-10,6.254340573476181e-10,0.0,0.0
DAUF,0.0,0.0,7.560882346178451e-10,2.430978408985278e-10,4.828617562407012e-10,6.439305856722014e-10,0.0,0.0
UCC,0.0,0.0,6.484065465366826e-10,3.036414669239971e-10,6.28630783126089e-10,7.997300176613272e-10,5.07044531196904e-10,2.2599153994535343e-09
AGO,0.0,0.0,6.726967382000117e-10,1.6912538043108968e-10,3.8528346604252805e-10,4.89886405861315e-10,0.0,0.0
METMA,0.0,0.0,5.31367941409301e-10,1.7658564709315202e-10,0.0,0.0,0.0,0.0
MARN,0.0,0.0,1.0164486087798327e-09,4.480193492243989e-10,0.0,0.0,0.0,0.0
KIND,0.0,0.0,1.1805590033951171e-09,3.762969841398379e-10,9.591403487693726e-10,1.2408142796012371e-09,0.0,0.0
ELSH,0.0,0.0,1.7924807834478161e-09,6.90705618105583e-10,0.0,0.0,0.0,0.0
HARD,0.0,0.0,1.03686779045141e-09,3.285728615338297e-10,7.630488912002978e-10,1.0683849024809302e-09,0.0,0.0
WTSB,0.0,0.0,1.3826571041501783e-09,7.930796444733884e-10,2.540853858061558e-09,3.2152736010614755e-09,0.0,0.0
SRNF,0.0,0.0,1.2520924725950106e-09,4.976452117644298e-10,8.762161840693454e-10,1.1314295467971446e-09,0.0,0.0
CARA,0.0,0.0,6.073674214124942e-10,2.1431242228361428e-10,4.813203378965486e-10,6.51818903847468e-10,0.0,0.0
MGAB,0.0,0.0,4.726205964679339e-10,2.783414878162961e-10,4.3609600021710176e-10,5.50763137426349e-10,0.0,0.0
KLB,0.0,0.0,8.121427521364734e-10,2.389703195728329e-10,5.457566703452602e-10,7.130297849891215e-10,0.0,0.0
SEI,0.0,0.0,1.6162393071380835e-09,7.946614010513623e-10,9.63867086518875e-10,1.2013834062244759e-09,0.0,0.0
MTNF,0.0,0.0,8.913068301462116e-10,2.462332127530669e-10,5.192356843238395e-10,6.730230865803245e-10,0.0,0.0
FDGR,0.0,0.0,2.9117015669347312e-09,1.2384344674398643e-09,3.865052639331406e-09,3.514570562066978e-09,1.223880390394551e-09,4.746317793124384e-09
MONQ,0.0,0.0,1.746242599279093e-09,6.011120406079366e-10,1.4483369997044451e-09,1.955230421461425e-09,0.0,0.0
LUSI,0.0,0.0,2.6530383014136036e-10,1.0568946312850886e-10,2.8015546677991117e-10,3.5174073759764954e-10,0.0,0.0
OSSC,0.0,0.0,5.78104725112253e-10,3.4625738066973533e-10,4.419218347176806e-10,5.40391506649765e-10,0.0,0.0
CAE,0.0,0.0,2.2367997138336878e-10,9.172099530768731e-11,3.663495586239978e-10,4.6131534969092834e-10,0.0,0.0
MON,0.0,0.0,1.7960590162275028e-08,7.190574145594765e-09,1.518879662429247e-09,1.9996354892957148e-09,2.4395703724481865e-09,3.1577854101561532e-09
VALC,0.0,0.0,5.676135597712582e-10,2.4749139143176354e-10,3.2493484848509525e-10,4.1723697737976007e-10,0.0,0.0
ROLD,0.0,0.0,2.057563502603376e-08,1.3435673111607814e-08,1.9170121314332796e-08,2.3666918675891528e-08,0.0,0.0
ETLBK,0.0,0.0,1.3845489218545614e-09,6.036466359503425e-10,2.255293896737715e-09,2.6289690245874643e-09,0.0,0.0
BOSL,0.0,0.0,1.2364616993165682e-10,5.512458116861737e-11,7.608392945102986e-11,9.656373651139623e-11,0.0,0.0
HAUIG,0.0,0.0,9.570162916474351e-10,4.718231173275141e-10,0.0,0.0,0.0,0.0
XBFO,0.0,0.0,6.121702643125562e-10,1.7185302642045294e-10,0.0,0.0,0.0,0.0
VALM,0.0,0.0,3.531936288245296e-09,1.975264617056321e-09,4.1535336108546906e-09,5.1892596807161214e-09,0.0,0.0
LGIF,0.0,0.0,7.506387058324261e-10,2.963470132145973e-10,5.977756456922585e-10,7.767266246536224e-10,0.0,0.0
ACB,0.0,0.0,2.09712168276313e-09,7.297421414665661e-10,0.0,0.0,0.0,0.0
PCP,0.0,0.0,6.527934597661178e-10,3.846649729553473e-10,2.927795644769497e-10,3.8343181606380985e-10,3.1061441115994537e-10,5.314892765064638e-10
MLN,0.0,0.0,4.6453156440279663e-10,1.6624150501697328e-10,0.0,0.0,0.0,0.0
PGF,0.0,0.0,7.93473483134008e-10,4.220454912004922e-10,1.6460626977341726e-10,2.1795997867772238e-10,0.0,0.0
LEMB,0.0,0.0,1.302178434653539e-09,3.9440629368306154e-10,0.0,0.0,0.0,0.0
ARBF,0.0,0.0,2.635338641603071e-09,1.2336909612160447e-09,9.11684273519254e-10,1.0442674039659701e-09,0.0,0.0
STR,0.0,0.0,8.291844590857442e-09,3.940492496279118e-09,0.0,0.0,0.0,0.0
BDI,0.0,0.0,3.7826666460440357e-10,2.2407492093559055e-10,4.1321885696351436e-10,4.999291079933264e-10,1.862228910597669e-10,3.4700935284728427e-10
QLNO,0.0,0.0,8.526329799188862e-10,5.02856781943485e-10,5.678210272321545e-10,7.200098952843074e-10,3.988275323977513e-10,6.865824274088317e-10
COLF,0.0,0.0,0.0,0.0,3.292864374733376e-10,4.372816685557433e-10,0.0,0.0
IT02A,0.0,0.0,0.0,0.0,4.430759255741915e-10,5.920235477586531e-10,0.0,0.0
OGS1,0.0,0.0,0.0,0.0,2.598642145487904e-10,3.3810047358159866e-10,1.5337605693941989e-10,3.4121126608794936e-10
CELB,0.0,0.0,0.0,0.0,6.936057309590846e-10,8.484752130375813e-10,3.1022133324419297e-10,3.37762922683522e-10
EIF01,0.0,0.0,0.0,0.0,9.309396649170101e-10,1.1729696013412918e-09,0.0,0.0
PLMA,0.0,0.0,0.0,0.0,1.191467491171456e-09,1.5261778271399515e-09,0.0,0.0
IT07A,0.0,0.0,0.0,0.0,2.2774693985662613e-09,2.9247561830244723e-09,0.0,0.0
MERIC,0.0,0.0,0.0,0.0,1.4140269306921987e-09,1.8022538085704814e-09,0.0,0.0
GRA,0.0,0.0,0.0,0.0,3.9497468168212285e-10,5.098577477379835e-10,0.0,0.0
MBAL,0.0,0.0,0.0,0.0,3.9526023301389375e-10,5.129410419727762e-10,0.0,0.0
POPM,0.0,0.0,0.0,0.0,5.873543899867818e-10,7.041094899269795e-10,2.4313228792748805e-10,4.446600798709071e-10
OGCC,0.0,0.0,0.0,0.0,2.9816995791080817e-10,3.8685995997241345e-10,0.0,0.0
VLC,0.0,0.0,0.0,0.0,4.453420185222447e-10,5.590637972306173e-10,3.132753355469578e-10,5.176919819111171e-10
PRMA,0.0,0.0,0.0,0.0,2.856270407455857e-09,3.5369541178123637e-09,0.0,0.0
PARC,0.0,0.0,0.0,0.0,3.2436668927434684e-10,4.1504577095769705e-10,0.0,0.0
ENR,0.0,0.0,0.0,0.0,3.663964909467797e-10,4.720690892400678e-10,3.542721855048168e-10,5.50339230107603e-10
SPIF,0.0,0.0,0.0,0.0,4.1162250289589774e-10,4.998675824336415e-10,0.0,0.0
EIF03,0.0,0.0,0.0,0.0,5.173932715758267e-10,6.887151685272124e-10,0.0,0.0
OGCB,0.0,0.0,0.0,0.0,3.4757334847090954e-10,4.6132254768751646e-10,0.0,0.0
PRA,0.0,0.0,0.0,0.0,1.5486069414436966e-09,2.007459833347375e-09,0.0,0.0
GRN,0.0,0.0,0.0,0.0,3.7192145327293406e-10,4.725657431004599e-10,0.0,0.0
RRL,0.0,0.0,0.0,0.0,4.4068244550279854e-10,5.832513579050604e-10,3.824734729998939e-10,8.733007279973767e-10
GOTF,0.0,0.0,0.0,0.0,1.2530904849192503e-09,1.606735836716153e-09,0.0,0.0
OGSM,0.0,0.0,0.0,0.0,3.2642661037422667e-10,4.2767879488637524e-10,2.70227556758832e-10,7.710255420343223e-10
OGJA,0.0,0.0,0.0,0.0,1.9563945510909836e-10,2.6558703269385456e-10,0.0,0.0
HAR3,0.0,0.0,0.0,0.0,1.1920075647151764e-09,1.6602623812887456e-09,0.0,0.0
OGGL,0.0,0.0,0.0,0.0,2.0407092311418473e-09,2.3412271115730667e-09,0.0,0.0
PLDF,0.0,0.0,0.0,0.0,3.3161997295509106e-10,4.2978550676469187e-10,0.0,0.0
SZC,0.0,0.0,0.0,0.0,2.2627702062566076e-10,2.9427327842001455e-10,0.0,0.0
OGVG,0.0,0.0,0.0,0.0,2.0426700329695116e-10,2.747113181274426e-10,0.0,0.0
PURA,0.0,0.0,0.0,0.0,1.731953957946934e-10,2.2275974404677238e-10,0.0,0.0
STAC,0.0,0.0,0.0,0.0,2.1192063242815128e-10,2.8378343049324527e-10,0.0,0.0
IT06A,0.0,0.0,0.0,0.0,1.8337762032376011e-09,2.293501334057264e-09,0.0,0.0
EIF02,0.0,0.0,0.0,0.0,8.163860466244691e-10,1.0632040551808554e-09,0.0,0.0
OGDF,0.0,0.0,0.0,0.0,4.200673929597212e-10,5.722076930632662e-10,0.0,0.0
IT01A,0.0,0.0,0.0,0.0,7.291463515263097e-09,9.342959557790484e-09,0.0,0.0
ADHE,0.0,0.0,0.0,0.0,5.194633170744835e-10,6.445537314203087e-10,0.0,0.0
CMPS,0.0,0.0,0.0,0.0,5.272137349253388e-10,7.259846895499486e-10,0.0,0.0
EIF05,0.0,0.0,0.0,0.0,1.4426137629350641e-09,1.9241398574793202e-09,0.0,0.0
BLAF,0.0,0.0,0.0,0.0,2.688839898478255e-10,3.41924678924863e-10,0.0,0.0
ROTM,0.0,0.0,0.0,0.0,2.24387595225199e-08,2.8358565224282942e-08,2.048927419559368e-09,4.5937011198485085e-09
ENAUX,0.0,0.0,0.0,0.0,1.4695028528262272e-10,2.0343541219664483e-10,0.0,0.0
PIAF,0.0,0.0,0.0,0.0,1.4317490952417946e-10,1.8530254699520584e-10,0.0,0.0
VMGN,0.0,0.0,0.0,0.0,1.0390027933280919e-10,1.4110097577546557e-10,0.0,0.0
SKAC,0.0,0.0,0.0,0.0,1.1767516218224986e-09,1.5914829704592912e-09,0.0,0.0
ORIF,0.0,0.0,0.0,0.0,3.1866140946718064e-10,3.9833675303551766e-10,0.0,0.0
TRAV,0.0,0.0,0.0,0.0,5.884865365692602e-10,7.591906865885722e-10,3.3522397138872795e-10,9.136493531079556e-10
IT04A,0.0,0.0,0.0,0.0,7.068110143946941e-09,8.774122350072342e-09,0.0,0.0
OGS3,0.0,0.0,0.0,0.0,1.5897342902076337e-10,2.0574473305407263e-10,0.0,0.0
OZLJ,0.0,0.0,0.0,0.0,9.445382031698435e-11,1.1858681974773812e-10,0.0,0.0
GOLS,0.0,0.0,0.0,0.0,6.728211674084142e-10,9.025461768958035e-10,0.0,0.0
BOZZ,0.0,0.0,0.0,0.0,1.4765415865481322e-08,1.865977531559555e-08,0.0,0.0
VKB,0.0,0.0,0.0,0.0,2.7759591522894243e-09,3.600211688188119e-09,0.0,0.0
OGCY,0.0,0.0,0.0,0.0,2.294651020451016e-10,2.950457421281633e-10,0.0,0.0
OGSA,0.0,0.0,0.0,0.0,1.880876464351181e-10,2.3700423822874955e-10,0.0,0.0
CHLF,0.0,0.0,0.0,0.0,3.044698498839857e-10,4.07372846585999e-10,0.0,0.0
AVM,0.0,0.0,0.0,0.0,8.370712484009441e-10,1.0251403533589252e-09,3.927661839850893e-10,8.911433780459953e-10
IT03A,0.0,0.0,0.0,0.0,3.602408719010328e-09,4.517345536603919e-09,0.0,0.0
OGS2,0.0,0.0,0.0,0.0,2.369021300401449e-10,3.037380363424929e-10,1.7208401970540199e-10,4.4653800382770697e-10
SAUF,0.0,0.0,0.0,0.0,7.82693478517941e-10,1.0288446944311426e-09,0.0,0.0
ISO,0.0,0.0,0.0,0.0,1.4158791619447475e-10,1.8380719385525216e-10,2.2515690106624206e-10,3.5394206666902033e-10
GBOS,0.0,0.0,0.0,0.0,1.2008385874571442e-10,1.5714771237212224e-10,0.0,0.0
EF02,0.0,0.0,0.0,0.0,5.098494466653279e-09,5.614066010876141e-09,0.0,0.0
HAR1,0.0,0.0,0.0,0.0,1.2266942468002823e-09,1.6511099929482064e-09,0.0,0.0
IT05A,0.0,0.0,0.0,0.0,2.0066336449519998e-10,2.6293920297077784e-10,0.0,0.0
VARE,0.0,0.0,0.0,0.0,2.781378853352406e-10,3.4705147837769014e-10,0.0,0.0
MONC,0.0,0.0,0.0,0.0,4.377495406114902e-09,4.837154038265241e-09,7.048314465117962e-10,1.7916585863014018e-09
RIY,0.0,0.0,0.0,0.0,1.0078607133316388e-10,1.2505333357253224e-10,0.0,0.0
MLYF,0.0,0.0,0.0,0.0,4.1482694003591486e-10,5.200483217922061e-10,0.0,0.0
OGCN,0.0,0.0,0.0,0.0,9.60535698480026e-10,1.19076951887892e-09,0.0,0.0
OGLC,0.0,0.0,0.0,0.0,2.00668603650169e-10,2.5710814587010194e-10,0.0,0.0
MGRO,0.0,0.0,0.0,0.0,2.1579523898260992e-10,2.713698433107052e-10,2.1907857524563833e-10,3.4602749159859724e-10
SALSA,0.0,0.0,0.0,0.0,1.90381649812992e-10,2.5322533786397247e-10,0.0,0.0
HAR2,0.0,0.0,0.0,0.0,1.315004617762031e-09,1.7119143348930515e-09,0.0,0.0
MAGA,0.0,0.0,0.0,0.0,2.6137758441177354e-10,3.419107861622736e-10,0.0,0.0
FALKS,0.0,0.0,0.0,0.0,7.867433438410845e-10,9.514355136818382e-10,0.0,0.0
BURY,0.0,0.0,0.0,0.0,3.5650115900218403e-10,4.5280297849288604e-10,0.0,0.0
CT55,0.0,0.0,0.0,0.0,0.0,0.0,9.236764961353031e-11,2.5885121225442906e-10
IGB08,0.0,0.0,0.0,0.0,0.0,0.0,2.0257264809842145e-11,5.0372722229043466e-11
OG02,0.0,0.0,0.0,0.0,0.0,0.0,1.8013830048626367e-10,4.506276458091211e-10
E116,0.0,0.0,0.0,0.0,0.0,0.0,2.6884995760772934e-10,6.324792093072463e-10
FINB,0.0,0.0,0.0,0.0,0.0,0.0,2.938786987287734e-10,3.740842033956561e-10
ASEAF,0.0,0.0,0.0,0.0,0.0,0.0,9.418730448912313e-09,1.4553954298640765e-08
SGT05,0.0,0.0,0.0,0.0,0.0,0.0,5.367698484152834e-10,1.99667184933608e-09
